Timestamp,gravityX,gravityY,gravityZ,accelerationX,accelerationY,accelerationZ,rotationRateX,rotationRateY,rotationRateZ,attitudeRoll,attitudePitch,attitudeYaw,ArmBodyAngle
1715350625.3849669,-0.8813298940658569,0.4481114745140075,-0.1498449593782425,-0.004122257232666,-0.0016088485717773,0.0086248070001602,-0.0251246578991413,-0.0045648403465747,0.0226943437010049,-1.4023853417933334,-0.4646517059696626,1.7998290050145829,151.8032175526969
1715350625.44009,-0.8811728358268738,0.4487893581390381,-0.1487351357936859,0.0003136396408081,-0.0093058049678802,0.0051040798425674,-0.0215091500431299,0.0027860170230269,-0.0046344818547368,-1.403580243695342,-0.4654101498566931,1.7980884142276845,151.78418875086538
1715350625.4461,-0.8812413215637207,0.4487218260765075,-0.1485341787338256,-0.0077052116394042,-0.0063390135765075,-0.0041301399469375,-0.005585178732872,-0.007602974306792,0.0012637097388505,-1.403814719211241,-0.4653345891880959,1.7976596742614128,151.79247060084526
1715350625.561891,-0.8813629150390625,0.4484974443912506,-0.1484899818897247,0.0086671113967895,0.0039408504962921,-0.0129023194313049,0.0136251337826251,0.0205711387097835,-0.0165063217282295,-1.4038861020380446,-0.465083527399305,1.7969181275553334,151.807220206976
1715350625.585359,-0.881409764289856,0.448009192943573,-0.1496811807155609,-0.0051105618476867,-0.0017354488372802,-0.0049667358398437,0.0163033753633499,0.008964417502284,0.0053078532218933,-1.4025809275918113,-0.4645373283371299,1.798084596972202,151.81290003246147
1715350625.588278,-0.8813179731369019,0.4477763772010803,-0.150912806391716,0.0014505982398986,-0.00505793094635,-0.0021634548902511,0.0104607995599508,0.0177592411637306,-0.0118755726143717,-1.4012057548353851,-0.4642769190380583,1.7987972463329909,151.80177518582394
1715350625.649664,-0.8812353610992432,0.4476272165775299,-0.1518346965312957,0.0006966590881347,-0.0062363147735595,0.00129134953022,-0.0154480952769517,0.0251646935939788,0.0007826099172234,-1.4001740042565227,-0.4641100911051151,1.7988615463255402,151.79176328974287
1715350625.712305,-0.8812386989593506,0.4472328424453735,-0.1529731601476669,-0.0037556290626525,-0.0008980631828308,0.0046577006578445,0.0191422048956155,0.0199298504739999,-0.0088033052161335,-1.3989202694459784,-0.4636691118251695,1.799387047057407,151.79216864622944
1715350625.7718182,-0.8812297582626343,0.4468908607959747,-0.1540213525295257,0.0013317465782165,0.0002831816673278,-0.0012369155883789,-0.0341651886701583,0.030693681910634,-0.0047179721295833,-1.3977641164362375,-0.4632868005460483,1.7990245936106737,151.79107113679873
1715350625.833867,-0.8811218738555908,0.4468112885951996,-0.1548667103052139,0.0038790106773376,0.0111354291439056,-0.0053048580884933,0.0023809690028429,0.0190050676465034,0.0065937153995037,-1.3968125314926114,-0.4631978726840305,1.798200478059665,151.77800353691276
1715350625.890154,-0.8807963132858276,0.4473136067390442,-0.155267983675003,0.0040721893310546,0.0165992975234985,-0.0004327893257141,-0.0035104430280625,0.0271600671112537,0.0032808762043714,-1.396307635482278,-0.4637594442970105,1.796633150563686,151.73858495283466
1715350625.8955278,-0.8803719878196716,0.4478768408298492,-0.1560494750738144,0.0040597915649414,0.0107565224170684,-0.0051139593124389,0.0054088160395622,0.01878122985363,0.0149632766842842,-1.3953644514179808,-0.4643892804984529,1.795799327696025,151.68727187208677
1715350625.945559,-0.8799405694007874,0.4484365582466125,-0.1568723618984222,-0.0028870105743408,-0.0063437223434448,0.0009884983301162,-0.0204084664583206,0.0324520319700241,0.0045464104041457,-1.3943737015268198,-0.4650153829582457,1.7956113479399405,151.63521160720327
1715350626.011415,-0.8796302080154419,0.448671817779541,-0.157937467098236,0.0031349062919616,-0.0026727020740509,-0.0009065866470336,0.0184302423149347,0.0173741485923528,0.0110719995573163,-1.393139453740399,-0.4652786095040979,1.7962617068763116,151.597790606132
1715350626.069468,-0.8796696066856384,0.4482058584690094,-0.1590365320444107,0.0074621438980102,0.0016842186450958,-0.013631984591484,0.0793642327189445,0.0188713762909173,-0.0238979682326316,-1.3919371108834442,-0.4647572861125104,1.7963829499663415,151.6025483948087
1715350626.1324692,-0.8803268671035767,0.4452103972434997,-0.1637446880340576,0.0028244256973266,-0.0004624426364898,-0.0576298981904983,0.4216832518577575,-0.007923618890345,-0.0313071049749851,-1.3868935595334442,-0.4614092121574953,1.8075903024253164,151.68181764673065
1715350626.193079,-0.8819400668144226,0.4348546266555786,-0.1818877011537552,0.0312168002128601,0.0617121458053588,-0.0932588726282119,1.8787087202072144,-0.2069554924964904,-0.0479636676609516,-1.3674119689369264,-0.4498768378878775,1.860841265678816,151.87728737625673
1715350626.198273,-0.8881846070289612,0.3969895541667938,-0.231359601020813,-0.0109089016914367,0.1664106845855713,-0.012155532836914,5.363096237182617,-0.948774755001068,0.0297683235257864,-1.315973149748031,-0.4082345271315376,2.05263757316024,152.6460118387193
1715350626.25039,-0.9043764472007751,0.3093061447143554,-0.2939946353435516,-0.0104030966758728,-0.0557966530323028,0.1492649316787719,7.362328052520752,-1.4505283832550049,-0.0182190015912055,-1.2564921291806488,-0.3144633165653131,2.392242958580048,154.7394378630939
1715350626.30961,-0.9293060898780824,0.1949884295463562,-0.3136392831802368,-0.0494382977485656,-0.0665246993303299,0.2515206336975097,6.9183125495910645,-1.65625262260437,0.0049106865189969,-1.2453019594742432,-0.1962456533043626,2.749505755933473,158.32691166892224
1715350626.369984,-0.9546775221824646,0.1062350943684578,-0.2780371904373169,-0.0919378995895385,-0.0556064471602439,0.2130194008350372,5.895240306854248,-1.751831293106079,0.2267629653215408,-1.2873984524105972,-0.1064359447617546,3.0566053098418355,162.68398535602367
1715350626.4327168,-0.9744386076927184,0.0607280805706977,-0.2162898629903793,-0.0847195982933044,-0.0636425018310546,0.2179377079010009,4.179225921630859,-1.6552361249923706,0.5573342442512512,-1.3523738843272537,-0.0607654687863812,-2.9684493495554887,167.01749390210605
1715350626.4891229,-0.9865615367889404,0.0669555142521858,-0.149041399359703,-0.1356613636016845,0.0256500840187072,0.118325337767601,3.1370890140533447,-1.499180793762207,1.0143206119537354,-1.420858553612901,-0.0670056439425544,-2.792161271689543,170.59626561113305
1715350626.504705,-0.9902286529541016,0.105114921927452,-0.091639719903469,-0.0904749631881713,-0.0133943408727645,0.1124220490455627,2.673856019973755,-1.3452427387237549,1.1941839456558228,-1.4785151705413229,-0.1053094600512755,-2.6369801858654456,171.98383608839958
1715350626.549419,-0.986551821231842,0.1598133891820907,-0.0342775247991085,-0.0740559101104736,0.0427470207214355,0.0108856596052646,1.3787721395492554,-1.433932900428772,1.2857791185379028,-1.5360655181871292,-0.1605016048586364,-2.5356657190787923,170.59290795003838
1715350626.609851,-0.9730106592178344,0.2299500256776809,0.0193069875240325,-0.1876336336135864,0.1049650907516479,-0.0125627536326646,0.8205851316452026,-1.1387324333190918,1.622042536735535,-1.590636247970761,-0.2320263326335819,-2.4806428838555874,166.65822796182636
1715350626.671932,-0.9460927844047546,0.3187876343727112,0.0572942644357681,-0.1595742106437683,0.1691121160984039,-0.0277686119079589,0.7169575691223145,-0.8143583536148071,1.997541427612305,-1.6312812843474898,-0.324450119251741,-2.4440123786881984,161.10133482499384
1715350626.731571,-0.9030888676643372,0.4225404858589172,0.0767451003193855,-0.1478906273841858,0.1964932978153228,-0.1237118244171142,0.3924410045146942,-0.4884734451770782,2.4121665954589844,-1.6555733125958767,-0.4362464943265486,-2.422539814211363,154.56711672319682
1715350626.820759,-0.8421552777290344,0.530931830406189,0.0942642986774444,-0.1787033677101135,0.1750007271766662,-0.1688647270202636,-0.5342562794685364,-0.1221880093216896,2.4999098777771,-1.682264554595839,-0.5596997876906934,-2.4452844423797178,147.36842179272816
1715350626.8383,-0.7703683376312256,0.6272767782211304,0.1142624020576477,-0.0845661163330078,-0.1224704384803772,-0.1895799934864044,-1.0927752256393433,0.3403414189815521,2.3925857543945312,-1.7180445727679183,-0.6780515865592135,-2.5150033659257702,140.38699655651698
1715350626.877808,-0.7003574371337891,0.7013575434684753,0.1326528191566467,-0.0272883772850036,-0.2354457378387451,-0.3701255321502685,-1.0425076484680176,0.685129702091217,2.026970148086548,-1.7579861750370986,-0.7773001982779331,-2.614683535769049,134.45569631113221
1715350626.941661,-0.6373298764228821,0.7576925158500671,0.1404008865356445,-0.0587301850318908,-0.3504813313484192,-0.2892657518386841,-0.8479458093643188,0.8559834361076355,1.654662847518921,-1.7876284485635752,-0.8597700114170742,-2.711210538626068,129.5930084594027
1715350626.964004,-0.587810754776001,0.7968388199806213,0.1397361755371093,-0.1103245615959167,-0.3386022448539734,-0.2671014070510864,-0.3971560299396515,0.9478442668914796,1.2577022314071655,-1.804187282448842,-0.9220449519482308,-2.7910478737163475,126.00181057350817
1715350626.999364,-0.5515056848526001,0.825519859790802,0.1198253408074379,-0.0904314517974853,-0.1140941381454467,0.1023882627487182,-0.0008610637160018,0.7500495910644531,0.836828887462616,-1.7847406512796504,-0.9711226790877074,-2.8251191202736776,123.47037690078248
1715350627.055688,-0.5243486166000366,0.844741940498352,0.1070953384041786,0.0056108832359313,-0.1254274845123291,0.1580259799957275,-0.0906897485256195,0.3568319678306579,0.5597852468490601,-1.7722698157133352,-1.0060828386834386,-2.8420634336176747,121.62440579988402
